sheet,address,value,precedents,dependents
YearlyReport,F144,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)",A144,
YearlyReport,G144,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)",A144,
YearlyReport,H144,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)",A144,
YearlyReport,I144,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)",A144,
YearlyReport,J144,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)",A144,
YearlyReport,K144,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)",A144,
YearlyReport,L144,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)",A144,
YearlyReport,M144,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)",A144,
YearlyReport,N144,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A144,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)",A144,"YearlyReport!O144,YearlyReport!P144"
YearlyReport,O144,=SUM(C144:N144),"C144,N144",YearlyReport!P144
YearlyReport,P144,=O144/COLUMNS(C144:N144),"O144,C144,N144",
YearlyReport,A145, - ,,"YearlyReport!C145,YearlyReport!D145,YearlyReport!E145,YearlyReport!F145,YearlyReport!G145,YearlyReport!H145,YearlyReport!I145,YearlyReport!J145,YearlyReport!K145,YearlyReport!L145,YearlyReport!M145,YearlyReport!N145"
YearlyReport,B145,,,
YearlyReport,C145,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)",A145,"YearlyReport!O145,YearlyReport!P145"
YearlyReport,D145,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)",A145,
YearlyReport,E145,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)",A145,
YearlyReport,F145,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)",A145,
YearlyReport,G145,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)",A145,
YearlyReport,H145,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)",A145,
YearlyReport,I145,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)",A145,
YearlyReport,J145,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)",A145,
YearlyReport,K145,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)",A145,
YearlyReport,L145,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)",A145,
YearlyReport,M145,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)",A145,
YearlyReport,N145,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A145,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)",A145,"YearlyReport!O145,YearlyReport!P145"
YearlyReport,O145,=SUM(C145:N145),"C145,N145",YearlyReport!P145
YearlyReport,P145,=O145/COLUMNS(C145:N145),"O145,C145,N145",
YearlyReport,A146, - ,,"YearlyReport!C146,YearlyReport!D146,YearlyReport!E146,YearlyReport!F146,YearlyReport!G146,YearlyReport!H146,YearlyReport!I146,YearlyReport!J146,YearlyReport!K146,YearlyReport!L146,YearlyReport!M146,YearlyReport!N146"
YearlyReport,B146,,,
YearlyReport,C146,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)",A146,"YearlyReport!O146,YearlyReport!P146"
YearlyReport,D146,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)",A146,
YearlyReport,E146,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)",A146,
YearlyReport,F146,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)",A146,
YearlyReport,G146,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)",A146,
YearlyReport,H146,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)",A146,
YearlyReport,I146,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)",A146,
YearlyReport,J146,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)",A146,
YearlyReport,K146,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)",A146,
YearlyReport,L146,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)",A146,
YearlyReport,M146,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)",A146,
YearlyReport,N146,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A146,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)",A146,"YearlyReport!O146,YearlyReport!P146"
YearlyReport,O146,=SUM(C146:N146),"C146,N146",YearlyReport!P146
YearlyReport,P146,=O146/COLUMNS(C146:N146),"O146,C146,N146",
YearlyReport,A147, - ,,"YearlyReport!C147,YearlyReport!D147,YearlyReport!E147,YearlyReport!F147,YearlyReport!G147,YearlyReport!H147,YearlyReport!I147,YearlyReport!J147,YearlyReport!K147,YearlyReport!L147,YearlyReport!M147,YearlyReport!N147"
YearlyReport,B147,,,
YearlyReport,C147,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)",A147,"YearlyReport!O147,YearlyReport!P147,YearlyReport!C148"
YearlyReport,D147,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)",A147,YearlyReport!D148
YearlyReport,E147,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)",A147,YearlyReport!E148
YearlyReport,F147,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)",A147,YearlyReport!F148
YearlyReport,G147,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)",A147,YearlyReport!G148
YearlyReport,H147,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)",A147,YearlyReport!H148
YearlyReport,I147,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)",A147,YearlyReport!I148
YearlyReport,J147,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)",A147,YearlyReport!J148
YearlyReport,K147,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)",A147,YearlyReport!K148
YearlyReport,L147,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)",A147,YearlyReport!L148
YearlyReport,M147,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)",A147,YearlyReport!M148
YearlyReport,N147,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A147,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)",A147,"YearlyReport!O147,YearlyReport!P147,YearlyReport!N148"
YearlyReport,O147,=SUM(C147:N147),"C147,N147","YearlyReport!P147,YearlyReport!O148"
YearlyReport,P147,=O147/COLUMNS(C147:N147),"O147,C147,N147",YearlyReport!P148
YearlyReport,A148,,,
YearlyReport,B148,Total Expenses,,
YearlyReport,C148,=SUM(C47:C147),"C47,C147",YearlyReport!C6
YearlyReport,D148,=SUM(D47:D147),"D47,D147",YearlyReport!D6
YearlyReport,E148,=SUM(E47:E147),"E47,E147",YearlyReport!E6
YearlyReport,F148,=SUM(F47:F147),"F47,F147",YearlyReport!F6
YearlyReport,G148,=SUM(G47:G147),"G47,G147",YearlyReport!G6
YearlyReport,H148,=SUM(H47:H147),"H47,H147",YearlyReport!H6
YearlyReport,I148,=SUM(I47:I147),"I47,I147",YearlyReport!I6
YearlyReport,J148,=SUM(J47:J147),"J47,J147",YearlyReport!J6
YearlyReport,K148,=SUM(K47:K147),"K47,K147",YearlyReport!K6
YearlyReport,L148,=SUM(L47:L147),"L47,L147",YearlyReport!L6
YearlyReport,M148,=SUM(M47:M147),"M47,M147",YearlyReport!M6
YearlyReport,N148,=SUM(N47:N147),"N47,N147",YearlyReport!N6
YearlyReport,O148,=SUM(O47:O147),"O47,O147",
YearlyReport,P148,=SUM(P47:P147),"P47,P147",
Weekly,A1,WEEKLY BUDGET REPORT,,
Weekly,B1,,,
Weekly,C1,,,
Weekly,D1,,,
Weekly,E1,,,
Weekly,F1,,,
Weekly,G1,,,
Weekly,I1,,,
Weekly,K1,,,
Weekly,A2,HELP,,
Weekly,B2,,,
Weekly,C2,,,
Weekly,D2,,,
Weekly,E2,,,
Weekly,F2,© 2010-2019 Vertex42 LLC,,
Weekly,G2,,,
Weekly,I2, See the Help worksheet for more instructions.,,
Weekly,A3,,,
Weekly,F3,,,
Weekly,G3,,,
Weekly,I3,,,
Weekly,A4,Week Begins,,
Weekly,B4,2019-01-07 00:00:00,,Weekly!F4
Weekly,C4,,,
Weekly,E4,Begin:,,
Weekly,F4,=B4,B4,
Weekly,G4,,,
Weekly,H4,"=B5=""Yes""",B5,
Weekly,I4,Instructions,,
Weekly,K4,,,
Weekly,A5,Weekly or BiWeekly,,
Weekly,B5,Weekly,,"Weekly!H4,Weekly!F5"
Weekly,C5,,,
Weekly,E5,End:,,
Weekly,F5,"=IF(B5=""Weekly"",date_begin+6,date_begin+13)",B5,
Weekly,G5,,,
Weekly,H5,,,
Weekly,I5,This worksheet lets you define a weekly budget and,,
Weekly,K5,,,
Weekly,G6,,,
Weekly,I6,compares your Budget and Actual based on the Begin,,
Weekly,K6,,,
Weekly,I7,and End dates shown in the header.,,
Weekly,K7,,,
Weekly,A8,BUDGET SUMMARY,,
Weekly,B8,,,
Weekly,C8,,,
Weekly,D8,,,
Weekly,E8,,,
Weekly,F8,,,
Weekly,G8,,,
Weekly,H8,,,
Weekly,I8,,,
Weekly,J8,,,
Weekly,A9,,,
Weekly,B9,Budget,,
Weekly,C9,,,
Weekly,D9,Actual,,
Weekly,E9,,,
Weekly,F9,Difference,,
Weekly,G9,,,
Weekly,I9,1. Define a Weekly Budget by entering your budget ,,
Weekly,K9,,,
Weekly,A10,Total Income,,
Weekly,B10,=B54,B54,"Weekly!F10,Weekly!B12"
Weekly,C10,,,
Weekly,D10,=D54,D54,"Weekly!F10,Weekly!D12"
Weekly,E10,,,
Weekly,F10,=D10-B10,"D10,B10",
Weekly,G10,,,
Weekly,I10,amounts in column B. You can define either a weekly ,,
Weekly,K10,,,
Weekly,A11,Total Expenses,,
Weekly,B11,=B157,B157,"Weekly!F11,Weekly!B12"
Weekly,C11,,,
Weekly,D11,=D157,D157,"Weekly!F11,Weekly!D12"
Weekly,E11,,,
Weekly,F11,=B11-D11,"B11,D11",
Weekly,G11,,,
Weekly,I11,budget OR a biweekly budget.,,
Weekly,K11,,,
Weekly,A12,NET,,
Weekly,B12,=B10-B11,"B10,B11",Weekly!F12
Weekly,C12,,,
Weekly,D12,=D10-D11,"D10,D11",Weekly!F12
Weekly,E12,,,
Weekly,F12,=D12-B12,"D12,B12",
Weekly,G12,,,
Weekly,K12,,,
Weekly,I13,2. Update the Week Begins value to compare your budget,,
Weekly,K13,,,
Weekly,I14,to your actual income and expenses a specific date range.,,
Weekly,K14,,,
Weekly,K15,,,
Weekly,I16,,,
Weekly,K16,,,
Weekly,I17,"Note: The ""Weekly or BiWeekly"" option only changes the",,
Weekly,I18,"Begin and End dates in the header, and therefore affects",,
Weekly,I19,only the amounts in the Actual column. If you define your,,
Weekly,I20,"Budget amounts based on Weekly, changing to BiWeekly",,
Weekly,I21,won't automatically change your Budget amounts.,,
Weekly,A23,INCOME,,Weekly!A54
Weekly,B23,Budget,,Weekly!B54
Weekly,C23,,,
Weekly,D23,Actual,,Weekly!D54
Weekly,E23,,,
Weekly,F23,Difference,,
Weekly,G23,,,
Weekly,I23,,,
Weekly,K23,,,
Weekly,A24,<openpyxl.worksheet.formula.ArrayFormula object at 0xffff8d143bb0>,,Weekly!D24
Weekly,B24,,,"Weekly!C24,Weekly!F24"
Weekly,C24,"=IF($B$54=0,"" - "",B24/$B$54)",B24,
Weekly,D24,"=IF(A24="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A24,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A24,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A24,"Weekly!E24,Weekly!F24"
Weekly,E24,"=IF($D$54=0,"" - "",D24/$D$54)",D24,
Weekly,F24,=D24-B24,"D24,B24",
Weekly,G24,,,
Weekly,I24,,,
Weekly,A25,Financial Aid,,Weekly!D25
Weekly,B25,,,"Weekly!C25,Weekly!F25"
Weekly,C25,"=IF($B$54=0,"" - "",B25/$B$54)",B25,
Weekly,D25,"=IF(A25="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A25,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A25,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A25,"Weekly!E25,Weekly!F25"
Weekly,E25,"=IF($D$54=0,"" - "",D25/$D$54)",D25,
Weekly,F25,=D25-B25,"D25,B25",
Weekly,G25,,,
Weekly,A26,Gifts Received,,Weekly!D26
Weekly,B26,,,"Weekly!C26,Weekly!F26"
Weekly,C26,"=IF($B$54=0,"" - "",B26/$B$54)",B26,
Weekly,D26,"=IF(A26="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A26,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A26,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A26,"Weekly!E26,Weekly!F26"
Weekly,E26,"=IF($D$54=0,"" - "",D26/$D$54)",D26,
Weekly,F26,=D26-B26,"D26,B26",
Weekly,G26,,,
Weekly,I26,,,
Weekly,A27,Interest Income,,Weekly!D27
Weekly,B27,,,"Weekly!C27,Weekly!F27"
Weekly,C27,"=IF($B$54=0,"" - "",B27/$B$54)",B27,
Weekly,D27,"=IF(A27="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A27,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A27,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A27,"Weekly!E27,Weekly!F27"
Weekly,E27,"=IF($D$54=0,"" - "",D27/$D$54)",D27,
Weekly,F27,=D27-B27,"D27,B27",
Weekly,G27,,,
Weekly,A28,Other Income,,Weekly!D28
Weekly,B28,,,"Weekly!C28,Weekly!F28"
Weekly,C28,"=IF($B$54=0,"" - "",B28/$B$54)",B28,
Weekly,D28,"=IF(A28="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A28,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A28,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A28,"Weekly!E28,Weekly!F28"
Weekly,E28,"=IF($D$54=0,"" - "",D28/$D$54)",D28,
Weekly,F28,=D28-B28,"D28,B28",
Weekly,G28,,,
Weekly,A29,Refunds/Reimbursements,,Weekly!D29
Weekly,B29,,,"Weekly!C29,Weekly!F29"
Weekly,C29,"=IF($B$54=0,"" - "",B29/$B$54)",B29,
Weekly,D29,"=IF(A29="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A29,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A29,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A29,"Weekly!E29,Weekly!F29"
Weekly,E29,"=IF($D$54=0,"" - "",D29/$D$54)",D29,
Weekly,F29,=D29-B29,"D29,B29",
Weekly,G29,,,
Weekly,A30,Rental Income,,Weekly!D30
Weekly,B30,,,"Weekly!C30,Weekly!F30"
Weekly,C30,"=IF($B$54=0,"" - "",B30/$B$54)",B30,
Weekly,D30,"=IF(A30="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A30,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A30,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A30,"Weekly!E30,Weekly!F30"
Weekly,E30,"=IF($D$54=0,"" - "",D30/$D$54)",D30,
Weekly,F30,=D30-B30,"D30,B30",
Weekly,G30,,,
Weekly,A31,Wages & Tips,,Weekly!D31
